,age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome
13546,46,51,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0,0,6,1,2,0,0,3,2,1
34293,39,186,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,7,0,3,0,0,0,0,6,2,1
7053,28,174,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,0,5,1,2,0,1,6,2,1
15134,34,243,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,3,6,0,2,0,0,3,2,1
14262,50,1130,3,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,0,0,0,3,1,1
31,59,386,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,7,0,2,0,1,6,1,1
31838,27,193,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,7,2,3,0,2,0,0,6,2,1
13001,32,52,5,999,0,1.4,93.918,-42.7,4.962,5228.1,9,2,5,0,0,0,0,3,3,1
1524,29,141,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,2,6,0,0,0,1,6,2,1
32606,42,7,5,999,2,-1.8,92.893,-46.2,1.299,5099.1,7,2,3,0,2,0,0,6,1,0
33020,25,300,3,999,2,-1.8,92.893,-46.2,1.299,5099.1,1,2,3,1,2,0,1,6,1,0
21139,52,85,2,999,0,1.4,93.444,-36.1,4.963,5228.1,3,1,0,1,2,2,0,1,1,1
38621,47,182,1,999,1,-3.4,92.649,-30.1,0.722,5017.5,9,0,3,0,2,0,0,7,1,0
17683,43,393,2,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,2,0,2,2,0,3,3,1
253,36,232,3,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,5,0,2,0,1,6,1,1
7796,35,92,2,999,0,1.4,94.465,-41.8,4.865,5228.1,9,2,3,0,2,0,1,4,1,1
18094,56,154,1,999,0,1.4,93.918,-42.7,4.963,5228.1,4,1,6,0,0,2,1,3,4,1
26903,55,303,2,999,0,-0.1,93.2,-42.0,4.076,5195.8,10,1,6,0,2,0,0,7,2,1
34125,55,107,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,7,2,3,0,0,2,0,6,4,1
20076,45,226,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,2,0,0,1,1,1
4247,30,191,1,999,0,1.1,93.994,-36.4,4.856,5191.0,9,1,6,1,0,0,1,6,3,1
16062,30,168,2,999,0,1.4,93.918,-42.7,4.961,5228.1,1,0,2,0,2,0,0,3,3,1
27031,58,441,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,1,3,0,2,0,0,7,0,1
25290,50,286,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,2,1,0,0,2,0,0,7,3,1
14064,26,151,2,999,0,1.4,93.918,-42.7,4.963,5228.1,1,2,2,1,2,0,0,3,0,1
14409,33,546,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,2,6,0,0,0,0,3,1,1
7296,34,248,3,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,1,0,0,0,1,6,2,1
40012,34,12,1,999,1,-1.7,94.215,-40.3,0.782,4991.6,0,1,3,0,2,0,1,3,2,0
29453,29,354,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,9,2,6,0,0,0,0,0,1,1
35896,37,288,2,999,0,-1.8,92.893,-46.2,1.259,5099.1,3,2,6,0,0,0,0,6,0,1
13164,24,55,1,999,0,1.4,93.918,-42.7,4.962,5228.1,7,2,5,0,2,0,0,3,4,1
37493,81,189,2,4,1,-2.9,92.201,-31.4,0.873,5076.2,5,1,1,0,0,0,0,1,2,2
1374,35,343,2,999,0,1.1,93.994,-36.4,4.855,5191.0,1,1,2,0,0,0,1,6,2,1
35532,24,297,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,1,2,2,0,0,0,0,6,1,1
16023,33,376,1,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,1,0,2,0,0,3,3,1
29954,32,6,6,999,1,-1.8,93.075,-47.1,1.405,5099.1,7,1,3,0,2,2,0,0,1,0
7877,41,174,1,999,0,1.4,94.465,-41.8,4.865,5228.1,6,1,0,0,0,0,1,4,1,1
23105,37,80,1,999,0,1.4,93.444,-36.1,4.965,5228.1,9,0,5,0,0,0,0,1,3,1
15997,44,181,11,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,5,1,0,0,0,3,3,1
19190,57,115,3,999,0,1.4,93.444,-36.1,4.967,5228.1,5,1,3,0,0,0,0,1,4,1
38550,31,164,1,999,0,-3.4,92.431,-26.9,0.722,5017.5,2,3,6,0,0,0,0,8,2,1
24754,56,79,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,5,1,0,0,0,0,0,7,3,1
23725,31,95,7,999,0,1.4,93.444,-36.1,4.962,5228.1,0,2,6,0,2,2,0,1,2,1
40598,43,270,2,9,1,-1.1,94.199,-37.5,0.883,4963.6,10,1,2,0,0,0,0,9,0,2
1272,55,207,1,999,0,1.1,93.994,-36.4,4.855,5191.0,5,1,6,1,0,0,1,6,2,1
31772,34,69,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,9,1,6,0,2,0,0,6,2,1
6541,33,202,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,3,0,2,0,1,6,4,1
5942,41,172,1,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,7,0,0,0,1,6,3,1
26365,50,146,1,999,1,-0.1,93.2,-42.0,4.076,5195.8,4,1,6,0,0,0,0,7,2,0
8548,31,91,4,999,0,1.4,94.465,-41.8,4.864,5228.1,1,1,1,1,0,0,1,4,4,1
5198,47,463,2,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,0,1,0,0,1,6,0,1
30824,49,141,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,2,1,3,0,0,0,0,6,3,1
29547,59,274,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,6,1,5,0,2,0,0,0,1,1
4145,47,408,2,999,0,1.1,93.994,-36.4,4.858,5191.0,0,1,6,0,0,0,1,6,1,1
35978,46,243,4,999,0,-1.8,92.893,-46.2,1.264,5099.1,0,1,6,0,2,0,1,6,1,1
34330,26,715,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,4,2,6,0,0,0,0,6,2,1
386,41,402,1,999,0,1.1,93.994,-36.4,4.857,5191.0,6,1,6,0,0,0,1,6,3,1
18969,40,198,3,999,0,1.4,93.444,-36.1,4.97,5228.1,9,1,5,1,2,0,0,1,1,1
31728,47,176,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,7,1,3,0,0,0,0,6,2,1
12492,27,130,1,999,0,1.4,93.918,-42.7,4.96,5228.1,0,2,6,0,0,0,0,3,1,1
17973,30,333,19,999,0,1.4,93.918,-42.7,4.961,5228.1,9,1,5,0,0,0,0,3,3,1
12868,42,156,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,1,6,0,2,2,0,3,3,1
25308,39,58,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,9,2,5,0,2,0,0,7,3,1
33768,29,290,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,0,2,3,0,0,0,0,6,4,1
4133,46,445,2,999,0,1.1,93.994,-36.4,4.858,5191.0,1,1,0,0,1,1,1,6,1,1
3196,41,55,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,6,0,2,0,1,6,2,1
5647,36,85,1,999,0,1.1,93.994,-36.4,4.857,5191.0,3,1,0,0,0,0,1,6,1,1
23364,52,114,6,999,0,1.4,93.444,-36.1,4.964,5228.1,0,1,3,0,0,0,0,1,4,1
18194,32,154,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0,1,3,0,2,0,0,3,4,1
35243,31,31,9,999,0,-1.8,92.893,-46.2,1.25,5099.1,7,2,3,0,2,0,1,6,0,1
19232,45,134,1,999,0,1.4,93.444,-36.1,4.967,5228.1,1,1,1,1,2,0,0,1,4,1
22844,48,132,1,999,0,1.4,93.444,-36.1,4.965,5228.1,3,1,0,0,2,0,0,1,1,1
273,32,611,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,3,0,0,0,1,6,1,1
26835,33,133,4,999,0,-0.1,93.2,-42.0,4.076,5195.8,0,1,3,0,0,0,0,7,2,1
17013,41,153,2,999,0,1.4,93.918,-42.7,4.962,5228.1,2,2,3,0,2,0,1,3,2,1
926,53,274,2,999,0,1.1,93.994,-36.4,4.856,5191.0,9,1,3,0,2,0,1,6,4,1
22683,51,547,3,999,0,1.4,93.444,-36.1,4.964,5228.1,7,1,7,0,0,0,0,1,0,1
38340,26,306,1,999,0,-3.4,92.431,-26.9,0.739,5017.5,0,2,6,0,0,0,0,8,0,1
265,27,350,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,1,0,0,0,1,6,1,1
26796,31,144,2,999,0,-0.1,93.2,-42.0,4.076,5195.8,9,1,5,0,2,0,0,7,2,1
16283,44,345,5,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,0,0,0,0,0,3,3,1
3154,35,34,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,0,1,1,1,6,2,1
6168,44,272,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,1,0,0,1,6,3,1
25152,41,124,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,1,1,5,1,0,0,0,7,3,1
27495,34,379,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,9,1,5,0,2,2,0,7,0,1
35629,34,178,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,1,1,2,0,2,0,0,6,1,1
35117,43,663,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,4,1,6,0,2,0,0,6,0,1
815,39,143,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,0,2,0,0,0,1,6,4,1
9258,46,1288,3,999,0,1.4,94.465,-41.8,4.967,5228.1,9,0,6,0,0,0,1,4,0,1
35838,35,354,1,999,0,-1.8,92.893,-46.2,1.259,5099.1,9,0,5,0,0,0,0,6,0,1
10871,47,55,1,999,0,1.4,94.465,-41.8,4.962,5228.1,7,1,3,1,2,2,1,4,4,1
30498,27,52,4,999,0,-1.8,92.893,-46.2,1.354,5099.1,4,2,6,0,0,0,0,6,1,1
32596,37,547,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,0,1,3,1,0,0,0,6,1,1
3185,52,397,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,0,2,0,1,6,2,1
6476,43,141,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,2,0,1,6,4,1
22393,31,76,4,999,0,1.4,93.444,-36.1,4.964,5228.1,0,2,6,0,2,0,0,1,0,1
19026,29,67,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,2,6,0,2,0,0,1,3,1
35365,43,126,2,999,1,-1.8,92.893,-46.2,1.25,5099.1,0,1,3,0,2,0,0,6,0,0
11829,47,39,3,999,0,1.4,94.465,-41.8,4.959,5228.1,2,2,6,1,2,0,1,4,0,1
37158,45,156,1,999,0,-2.9,92.201,-31.4,0.884,5076.2,10,0,0,0,2,0,0,1,4,1
32738,39,181,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,1,1,0,0,0,0,0,6,1,1
14439,36,649,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,1,3,0,2,0,0,3,3,1
29616,21,293,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,7,2,2,0,0,0,0,0,1,1
14508,28,60,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,1,3,1,0,0,0,3,3,1
29493,48,365,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,7,0,3,0,2,0,0,0,1,1
37600,43,75,1,999,0,-2.9,92.201,-31.4,0.861,5076.2,4,1,6,0,0,0,0,1,1,1
22772,37,220,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,2,6,0,0,2,0,1,1,1
34150,59,281,3,999,0,-1.8,92.893,-46.2,1.281,5099.1,5,0,5,0,2,0,0,6,4,1
5271,31,108,3,999,0,1.1,93.994,-36.4,4.857,5191.0,2,1,1,0,2,0,1,6,0,1
20812,57,107,8,999,0,1.4,93.444,-36.1,4.965,5228.1,9,2,6,1,2,0,0,1,4,1
20838,44,464,3,999,0,1.4,93.444,-36.1,4.964,5228.1,7,1,3,0,0,0,0,1,2,1
10653,57,236,2,999,0,1.4,94.465,-41.8,4.961,5228.1,4,0,6,1,2,2,1,4,3,1
11306,26,237,5,999,0,1.4,94.465,-41.8,4.961,5228.1,11,2,3,1,0,0,1,4,2,1
24089,43,83,1,999,0,-0.1,93.2,-42.0,4.474,5195.8,5,1,3,0,2,0,0,7,0,1
11534,34,232,2,999,0,1.4,94.465,-41.8,4.959,5228.1,1,1,2,0,2,0,1,4,0,1
25994,48,1061,4,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,1,3,0,0,0,0,7,4,1
1741,32,324,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,3,0,2,0,1,6,0,1
35737,38,202,3,999,1,-1.8,92.893,-46.2,1.244,5099.1,9,2,5,0,2,0,0,6,1,0
14536,37,133,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0,2,6,1,0,2,0,3,3,1
34978,29,104,2,999,0,-1.8,92.893,-46.2,1.25,5099.1,0,2,6,1,2,0,0,6,0,1
19307,42,68,2,999,0,1.4,93.444,-36.1,4.967,5228.1,0,1,6,0,0,0,0,1,4,1
8945,52,20,1,999,0,1.4,94.465,-41.8,4.866,5228.1,4,0,6,0,0,0,1,4,2,1
10444,48,119,2,999,0,1.4,94.465,-41.8,4.96,5228.1,10,0,0,0,0,2,1,4,1,1
2617,30,205,3,999,0,1.1,93.994,-36.4,4.856,5191.0,7,2,7,0,2,0,1,6,3,1
21121,41,203,2,999,0,1.4,93.444,-36.1,4.963,5228.1,9,1,5,0,0,0,0,1,1,1
29786,24,393,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,2,6,0,2,0,0,0,1,1
29684,57,108,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,4,0,6,1,2,0,0,0,1,1
28218,28,93,3,11,2,-1.8,93.075,-47.1,1.453,5099.1,8,2,6,0,2,0,0,0,3,0
12626,51,293,7,999,0,1.4,93.918,-42.7,4.96,5228.1,1,0,2,0,0,0,0,3,1,1
28392,41,272,1,999,1,-1.8,93.075,-47.1,1.435,5099.1,9,1,6,1,0,2,0,0,2,0
30639,25,362,5,999,0,-1.8,92.893,-46.2,1.354,5099.1,4,2,6,0,2,0,0,6,1,1
17884,47,108,1,999,0,1.4,93.918,-42.7,4.961,5228.1,0,2,6,0,0,0,0,3,3,1
15414,34,108,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,3,0,2,0,0,3,0,1
2203,40,184,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,2,1,2,2,1,6,1,1
5400,29,92,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,7,0,0,0,1,6,0,1
25741,33,41,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,10,1,2,0,2,0,1,7,4,1
5374,47,138,6,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,2,0,1,6,0,1
27383,42,184,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,1,6,0,2,0,0,7,0,1
25719,55,63,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,1,6,0,2,2,0,7,4,1
6870,40,82,4,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,2,0,1,6,4,1
194,34,55,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,2,1,2,0,1,6,1,1
1134,54,90,2,999,0,1.1,93.994,-36.4,4.856,5191.0,1,1,2,0,2,0,1,6,4,1
22146,47,429,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,2,6,0,0,0,0,1,2,1
18533,39,216,2,999,0,1.4,93.918,-42.7,4.968,5228.1,7,1,3,0,2,0,0,3,2,1
328,35,240,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,1,0,0,1,6,1,1
14663,34,419,7,999,0,1.4,93.918,-42.7,4.961,5228.1,4,1,3,0,0,0,0,3,3,1
27225,31,244,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,9,2,6,0,2,2,0,7,0,1
11453,29,158,1,999,0,1.4,94.465,-41.8,4.959,5228.1,1,2,2,0,1,1,1,4,0,1
7723,43,99,6,999,0,1.1,93.994,-36.4,4.864,5191.0,7,1,3,1,2,0,1,6,0,1
33552,33,112,4,999,0,-1.8,92.893,-46.2,1.291,5099.1,1,1,2,0,2,0,0,6,3,1
24284,44,124,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,2,6,0,2,0,1,7,1,1
27776,32,93,2,999,1,-1.8,92.843,-50.0,1.703,5099.1,4,2,6,0,0,0,0,5,1,0
6055,37,322,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,1,1,1,6,3,1
40350,28,261,1,999,1,-1.7,94.027,-38.3,0.899,4991.6,10,2,2,0,0,2,0,1,3,0
22342,31,142,2,999,0,1.4,93.444,-36.1,4.963,5228.1,9,0,6,0,2,0,0,1,2,1
31380,33,116,2,999,1,-1.8,92.893,-46.2,1.334,5099.1,1,2,2,0,2,0,0,6,4,0
4129,29,420,1,999,0,1.1,93.994,-36.4,4.858,5191.0,9,2,6,0,2,0,1,6,1,1
14570,34,116,5,999,0,1.4,93.918,-42.7,4.961,5228.1,9,0,5,0,0,0,0,3,3,1
18640,34,190,4,999,0,1.4,93.918,-42.7,4.968,5228.1,9,0,7,0,2,0,1,3,2,1
7792,34,178,1,999,0,1.4,94.465,-41.8,4.865,5228.1,1,0,0,1,0,0,1,4,1,1
37138,34,251,1,999,0,-2.9,92.201,-31.4,0.884,5076.2,9,2,5,0,2,0,0,1,3,1
32284,36,70,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,0,1,6,0,2,0,0,6,0,1
16532,28,118,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0,1,6,0,0,0,0,3,4,1
38776,38,126,1,7,4,-3.4,92.649,-30.1,0.714,5017.5,0,1,6,0,0,0,0,7,2,0
3595,34,37,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,1,6,0,2,0,1,6,0,1
25047,53,60,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,4,1,6,0,2,2,0,7,3,1
26019,36,115,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,2,2,6,0,2,0,0,7,4,1
37848,24,65,1,999,2,-2.9,92.201,-31.4,0.825,5076.2,8,2,3,0,0,0,0,1,0,0
1889,29,44,3,999,0,1.1,93.994,-36.4,4.855,5191.0,1,2,3,1,0,0,1,6,0,1
3531,47,329,3,999,0,1.1,93.994,-36.4,4.859,5191.0,2,1,6,0,2,0,1,6,0,1
23771,33,89,2,999,0,1.4,93.444,-36.1,4.962,5228.1,10,2,6,0,2,0,0,1,2,1
32569,56,125,2,999,1,-1.8,92.893,-46.2,1.299,5099.1,7,0,3,1,2,0,0,6,1,0
19970,38,93,1,999,0,1.4,93.444,-36.1,4.966,5228.1,9,1,5,0,0,0,0,1,0,1
21269,30,74,2,999,0,1.4,93.444,-36.1,4.963,5228.1,9,2,5,1,2,2,0,1,1,1
23004,38,122,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,0,0,1,3,1
1538,37,1187,2,999,0,1.1,93.994,-36.4,4.855,5191.0,7,1,3,0,0,0,1,6,2,1
40725,30,808,1,12,2,-1.1,94.199,-37.5,0.877,4963.6,9,2,5,0,1,1,1,9,3,0
12629,38,273,5,999,0,1.4,93.918,-42.7,4.96,5228.1,10,1,3,0,0,0,0,3,1,1
3926,40,61,4,999,0,1.1,93.994,-36.4,4.858,5191.0,0,2,7,1,0,2,1,6,1,1
39991,26,8,1,999,0,-1.7,94.055,-39.8,0.761,4991.6,9,2,5,0,0,0,1,4,3,1
13348,45,74,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,0,5,1,2,0,0,3,4,1
5546,27,470,1,999,0,1.1,93.994,-36.4,4.857,5191.0,10,1,3,0,2,2,1,6,1,1
10505,59,193,1,999,0,1.4,94.465,-41.8,4.961,5228.1,5,2,3,0,0,0,1,4,3,1
22513,49,109,1,999,0,1.4,93.444,-36.1,4.964,5228.1,10,1,3,1,2,0,0,1,0,1
2802,29,282,1,999,0,1.1,93.994,-36.4,4.859,5191.0,7,0,3,0,0,0,1,6,4,1
30245,47,53,1,999,1,-1.8,93.075,-47.1,1.365,5099.1,0,1,6,0,2,0,0,0,2,0
7410,43,246,1,999,0,1.1,93.994,-36.4,4.864,5191.0,3,1,0,1,0,0,1,6,0,1
14907,28,240,2,999,0,1.4,93.918,-42.7,4.957,5228.1,7,1,3,0,0,0,0,3,4,1
37354,35,371,1,999,0,-2.9,92.201,-31.4,0.883,5076.2,0,2,6,0,0,2,0,1,3,1
29831,47,68,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,2,2,1,2,0,0,0,1,1
4828,58,233,1,999,0,1.1,93.994,-36.4,4.858,5191.0,4,2,5,0,0,0,1,6,4,1
8967,36,21,10,999,0,1.4,94.465,-41.8,4.866,5228.1,1,2,2,0,2,0,1,4,2,1
14582,26,878,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,1,2,0,0,0,0,3,3,1
29751,50,137,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,2,0,2,2,0,0,1,1
15360,27,149,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,0,0,0,0,3,0,1
40623,34,11,1,999,1,-1.1,94.199,-37.5,0.882,4963.6,7,0,3,0,2,0,1,9,1,0
17533,55,136,3,999,0,1.4,93.918,-42.7,4.962,5228.1,6,1,7,1,0,0,0,3,1,1
29578,36,508,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,4,2,3,0,2,0,0,0,1,1
4642,33,120,1,999,0,1.1,93.994,-36.4,4.858,5191.0,9,1,5,0,2,0,1,6,4,1
7112,44,480,2,999,0,1.1,93.994,-36.4,4.86,5191.0,1,1,2,0,2,0,1,6,2,1
33072,28,48,3,999,1,-1.8,92.893,-46.2,1.291,5099.1,7,2,3,0,1,1,0,6,3,0
6603,30,85,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,7,0,0,0,1,6,4,1
21396,58,645,10,999,0,1.4,93.444,-36.1,4.963,5228.1,11,1,0,0,2,0,0,1,3,1
16191,52,867,2,999,0,1.4,93.918,-42.7,4.961,5228.1,5,0,5,0,0,0,0,3,3,1
1485,30,67,2,999,0,1.1,93.994,-36.4,4.855,5191.0,7,0,3,0,2,0,1,6,2,1
35979,54,352,3,999,1,-1.8,92.893,-46.2,1.264,5099.1,1,1,0,0,1,1,0,6,1,0
19375,36,175,4,999,0,1.4,93.444,-36.1,4.967,5228.1,6,1,0,1,2,0,0,1,4,1
169,54,843,2,999,0,1.1,93.994,-36.4,4.857,5191.0,4,0,6,0,2,0,1,6,1,1
10366,29,78,1,999,0,1.4,94.465,-41.8,4.96,5228.1,9,2,6,0,0,0,1,4,1,1
29406,45,184,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,7,1,3,1,2,0,0,0,1,0
28022,30,313,3,999,0,-1.8,93.075,-47.1,1.483,5099.1,0,1,6,0,0,0,0,0,2,1
38989,36,480,1,999,1,-3.0,92.713,-33.0,0.717,5023.5,0,2,3,0,1,1,0,2,1,0
19463,30,78,1,999,0,1.4,93.444,-36.1,4.968,5228.1,9,2,6,1,2,0,0,1,2,1
1574,30,117,2,999,0,1.1,93.994,-36.4,4.855,5191.0,4,1,6,0,2,0,1,6,2,1
15818,31,153,3,999,0,1.4,93.918,-42.7,4.96,5228.1,1,2,0,1,2,0,0,3,1,1
8915,44,471,3,999,0,1.4,94.465,-41.8,4.866,5228.1,1,1,0,0,1,1,1,4,2,1
39365,58,198,2,999,2,-1.8,93.369,-34.8,0.635,5008.7,7,1,3,0,0,0,0,5,1,0
18831,44,208,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0,2,6,0,0,0,0,1,1,1
26290,56,110,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,0,0,6,0,2,0,0,7,2,1
26602,52,139,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,6,2,5,0,0,2,0,7,2,1
15402,30,167,3,999,0,1.4,93.918,-42.7,4.957,5228.1,10,0,3,0,0,0,0,3,0,1
15544,41,440,4,999,0,1.4,93.918,-42.7,4.957,5228.1,3,1,3,0,2,0,0,3,0,1
27867,33,203,4,999,1,-1.8,92.843,-50.0,1.602,5099.1,1,2,3,0,2,0,0,5,4,0
34696,35,57,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,1,1,1,0,2,1,6,2,1
19686,56,124,3,999,0,1.4,93.444,-36.1,4.968,5228.1,9,1,5,0,2,0,0,1,2,1
37280,36,146,2,999,2,-2.9,92.201,-31.4,0.884,5076.2,0,0,6,0,2,0,0,1,1,0
19168,45,371,3,999,0,1.4,93.444,-36.1,4.968,5228.1,1,1,7,1,0,0,0,1,3,1
24262,50,105,3,999,0,-0.1,93.2,-42.0,4.191,5195.8,1,1,1,1,2,0,1,7,1,1
8200,29,186,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0,1,3,0,2,0,1,4,3,1
9126,34,186,2,999,0,1.4,94.465,-41.8,4.967,5228.1,0,1,6,0,2,0,1,4,0,1
1136,31,17,2,999,0,1.1,93.994,-36.4,4.856,5191.0,7,2,3,0,2,0,1,6,4,1
24925,40,130,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,9,1,5,0,2,0,0,7,3,1
24139,44,130,1,999,1,-0.1,93.2,-42.0,4.191,5195.8,4,1,6,0,2,0,0,7,1,0
13712,32,144,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0,1,6,0,2,0,0,3,2,1
39435,33,143,1,999,0,-1.8,93.749,-34.6,0.642,5008.7,0,2,6,0,2,0,0,0,1,1
25964,38,328,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,1,2,1,0,2,0,0,7,4,1
39227,64,700,2,5,1,-1.8,93.369,-34.8,0.652,5008.7,5,1,6,0,0,0,0,5,3,2
16851,48,203,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,1,2,0,0,3,2,1
7943,32,23,2,999,0,1.4,94.465,-41.8,4.865,5228.1,1,0,0,1,0,0,1,4,1,1
7858,40,61,2,999,0,1.4,94.465,-41.8,4.865,5228.1,4,1,6,0,1,1,1,4,1,1
39960,32,247,1,2,2,-1.7,94.055,-39.8,0.754,4991.6,1,2,3,0,0,0,0,4,1,2
26573,43,197,2,999,0,-0.1,93.2,-42.0,4.076,5195.8,0,1,6,0,2,0,0,7,2,1
33870,29,132,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,0,2,6,0,0,0,0,6,4,1
3296,39,126,4,999,0,1.1,93.994,-36.4,4.86,5191.0,7,1,5,1,2,0,1,6,2,1
35740,48,486,2,999,0,-1.8,92.893,-46.2,1.244,5099.1,7,1,7,0,0,0,0,6,1,1
32806,31,282,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,9,2,5,0,2,2,0,6,1,1
15069,52,402,2,999,0,1.4,93.918,-42.7,4.958,5228.1,9,1,5,0,2,0,0,3,2,1
15119,23,49,1,999,0,1.4,93.918,-42.7,4.958,5228.1,4,2,6,0,0,2,0,3,2,1
39174,55,220,7,999,0,-1.8,93.369,-34.8,0.654,5008.7,0,1,6,0,2,0,1,5,2,1
5461,56,90,3,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,1,0,2,1,6,0,1
38521,63,96,1,999,0,-3.4,92.431,-26.9,0.724,5017.5,5,1,3,0,2,0,0,8,4,1
